"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.10","84.65","83.14","83.72","RMA","20231123"
"GBP","102.80","105.65","104.20","104.90","RMA","20231123"
"EUR","89.80","92.25","91.01","91.61","RMA","20231123"
"JPY","55.50","57.05","56.25","56.65","RMA","20231123"
"CHF","92.75","95.40","94.02","94.72","RMA","20231123"
"HKD","10.50","10.80","10.66","10.74","RMA","20231123"
"CAD","59.75","61.40","60.55","60.98","RMA","20231123"
"AUD","53.80","55.30","54.55","54.89","RMA","20231123"
"SGD","61.35","63.10","62.17","62.63","RMA","20231123"
"DKK","12.05","12.40","12.20","12.29","RMA","20231123"
"SEK","7.85","8.10","7.98","8.04","RMA","20231123"
"NOK","7.70","7.90","7.79","7.85","RMA","20231123"
"USD","82.1","84.65","83.11","83.73","BOB","20231123"
"USD.5.20","79.64","","","","BOB","20231123"
"USD.12","78","","","","BOB","20231123"
"GBP","102.75","105.6","104.14","104.86","BOB","20231123"
"EUR","89.4","91.9","90.6","91.25","BOB","20231123"
"JPY","55","56.55","55.72","56.15","BOB","20231123"
"CHF","92.65","95.35","93.93","94.67","BOB","20231123"
"HKD","10.5","10.8","10.66","10.74","BOB","20231123"
"CAD","59.8","61.5","60.6","61.07","BOB","20231123"
"AUD","53.75","55.25","54.46","54.85","BOB","20231123"
"SGD","61.1","62.9","61.94","62.43","BOB","20231123"
"DKK","12","12.35","12.15","12.24","BOB","20231123"
"SEK","7.85","8.05","7.94","8","BOB","20231123"
"NOK","7.65","7.85","7.76","7.82","BOB","20231123"
"USD","82.10","84.65","83.14","83.72","TBL","20231123"
"USD.5.20","79.64","","","","TBL","20231123"
"USD.12","78.00","","","","TBL","20231123"
"GBP","102.80","105.65","104.20","104.90","TBL","20231123"
"EUR","89.80","92.25","91.01","91.61","TBL","20231123"
"JPY","55.50","57.05","56.25","56.65","TBL","20231123"
"CHF","92.75","95.40","94.02","94.72","TBL","20231123"
"HKD","10.50","10.80","10.66","10.74","TBL","20231123"
"CAD","59.75","61.40","60.55","60.98","TBL","20231123"
"AUD","53.80","55.30","54.55","54.89","TBL","20231123"
"SGD","61.35","63.10","62.17","62.63","TBL","20231123"
"DKK","12.05","12.40","12.20","12.29","TBL","20231123"
"SEK","7.85","8.10","7.98","8.04","TBL","20231123"
"NOK","7.70","7.90","7.79","7.85","TBL","20231123"
