"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.90","84.45","82.92","83.50","RMA","20230908"
"GBP","102.75","105.55","104.12","104.82","RMA","20230908"
"EUR","87.80","90.25","89.00","89.62","RMA","20230908"
"JPY","55.50","57.05","56.24","56.65","RMA","20230908"
"CHF","91.90","94.50","93.13","93.83","RMA","20230908"
"HKD","10.45","10.70","10.57","10.65","RMA","20230908"
"CAD","59.90","61.60","60.71","61.16","RMA","20230908"
"AUD","52.30","53.75","53.00","53.36","RMA","20230908"
"SGD","60.05","61.75","60.89","61.32","RMA","20230908"
"DKK","11.75","12.10","11.93","12.02","RMA","20230908"
"SEK","7.35","7.55","7.46","7.52","RMA","20230908"
"NOK","7.65","7.85","7.74","7.79","RMA","20230908"
"USD","81.95","84.5","82.99","83.58","BOB","20230908"
"USD.5.20","79.49","","","","BOB","20230908"
"USD.12","77.85","","","","BOB","20230908"
"GBP","102.15","104.95","103.51","104.21","BOB","20230908"
"EUR","87.75","90.2","88.93","89.54","BOB","20230908"
"JPY","55.55","57.1","56.28","56.69","BOB","20230908"
"CHF","91.8","94.4","93.04","93.74","BOB","20230908"
"HKD","10.45","10.75","10.59","10.66","BOB","20230908"
"CAD","60","61.7","60.81","61.24","BOB","20230908"
"AUD","52.3","53.75","53","53.36","BOB","20230908"
"SGD","60","61.7","60.82","61.27","BOB","20230908"
"DKK","11.75","12.1","11.92","12.01","BOB","20230908"
"SEK","7.35","7.6","7.47","7.52","BOB","20230908"
"NOK","7.65","7.85","7.74","7.79","BOB","20230908"
"USD","81.35","83.85","82.36","82.94","TBL","20230908"
"USD.5.20","78.91","","","","TBL","20230908"
"USD.12","77.28","","","","TBL","20230908"
"GBP","103.00","105.85","104.38","105.07","TBL","20230908"
"EUR","88.15","90.60","89.35","89.96","TBL","20230908"
"JPY","55.90","57.45","56.63","57.04","TBL","20230908"
"CHF","92.25","94.85","93.50","94.16","TBL","20230908"
"HKD","10.35","10.65","10.50","10.58","TBL","20230908"
"CAD","60.00","61.70","60.82","61.26","TBL","20230908"
"AUD","52.40","53.85","53.10","53.45","TBL","20230908"
"SGD","60.00","61.70","60.82","61.26","TBL","20230908"
"DKK","11.80","12.15","11.98","12.07","TBL","20230908"
"SEK","7.40","7.60","7.50","7.55","TBL","20230908"
"NOK","7.60","7.85","7.72","7.78","TBL","20230908"
