"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.15","84.75","83.19","83.82","RMA","20231129"
"GBP","103.45","106.40","104.86","105.64","RMA","20231129"
"EUR","89.85","92.40","91.08","91.74","RMA","20231129"
"JPY","54.95","56.55","55.71","56.14","RMA","20231129"
"CHF","93.10","95.80","94.34","95.11","RMA","20231129"
"HKD","10.55","10.85","10.68","10.76","RMA","20231129"
"CAD","60.10","61.80","60.91","61.37","RMA","20231129"
"AUD","54.10","55.65","54.86","55.23","RMA","20231129"
"SGD","61.30","63.10","62.15","62.64","RMA","20231129"
"DKK","12.05","12.40","12.21","12.31","RMA","20231129"
"SEK","7.90","8.10","7.99","8.05","RMA","20231129"
"NOK","7.65","7.90","7.77","7.83","RMA","20231129"
"USD","82.1","84.65","83.13","83.71","BOB","20231129"
"USD.5.20","79.64","","","","BOB","20231129"
"USD.12","78","","","","BOB","20231129"
"GBP","103.6","106.45","105.01","105.69","BOB","20231129"
"EUR","89.85","92.35","91.07","91.68","BOB","20231129"
"JPY","55.2","56.75","55.94","56.35","BOB","20231129"
"CHF","93.2","95.85","94.44","95.14","BOB","20231129"
"HKD","10.5","10.8","10.66","10.74","BOB","20231129"
"CAD","60.35","62.05","61.18","61.62","BOB","20231129"
"AUD","54.3","55.75","55.01","55.36","BOB","20231129"
"SGD","61.4","63.1","62.21","62.67","BOB","20231129"
"DKK","12.05","12.4","12.21","12.3","BOB","20231129"
"SEK","7.85","8.1","7.97","8.03","BOB","20231129"
"NOK","7.7","7.9","7.79","7.85","BOB","20231129"
"USD","82.10","84.70","83.14","83.76","TBL","20231129"
"USD.5.20","79.64","","","","TBL","20231129"
"USD.12","78.00","","","","TBL","20231129"
"GBP","102.95","105.85","104.35","105.10","TBL","20231129"
"EUR","89.45","91.95","90.66","91.31","TBL","20231129"
"JPY","54.85","56.40","55.57","55.99","TBL","20231129"
"CHF","92.75","95.45","94.02","94.76","TBL","20231129"
"HKD","10.50","10.80","10.67","10.75","TBL","20231129"
"CAD","59.90","61.65","60.71","61.18","TBL","20231129"
"AUD","53.85","55.35","54.59","54.94","TBL","20231129"
"SGD","61.15","62.90","61.97","62.44","TBL","20231129"
"DKK","12.00","12.35","12.16","12.25","TBL","20231129"
"SEK","7.80","8.05","7.92","7.98","TBL","20231129"
"NOK","7.60","7.85","7.72","7.78","TBL","20231129"
