"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.90","84.45","82.93","83.50","RMA","20240125"
"GBP","104.45","107.35","105.87","106.56","RMA","20240125"
"EUR","89.20","91.65","90.42","91.01","RMA","20240125"
"JPY","55.45","57.00","56.18","56.59","RMA","20240125"
"CHF","94.55","97.20","95.82","96.52","RMA","20240125"
"HKD","10.45","10.75","10.61","10.68","RMA","20240125"
"CAD","60.85","62.55","61.68","62.13","RMA","20240125"
"AUD","54.00","55.50","54.75","55.12","RMA","20240125"
"SGD","61.15","62.85","61.97","62.40","RMA","20240125"
"DKK","11.95","12.30","12.12","12.21","RMA","20240125"
"SEK","7.85","8.05","7.96","8.01","RMA","20240125"
"NOK","7.80","8.05","7.93","7.99","RMA","20240125"
"USD","81.9","84.45","82.93","83.5","BOB","20240125"
"USD.5.10.20","79.44","","","","BOB","20240125"
"USD.1.2","77.81","","","","BOB","20240125"
"GBP","104.45","107.35","105.87","106.56","BOB","20240125"
"EUR","89.2","91.65","90.42","91.01","BOB","20240125"
"JPY","55.45","57","56.18","56.59","BOB","20240125"
"CHF","94.55","97.2","95.82","96.52","BOB","20240125"
"HKD","10.45","10.75","10.61","10.68","BOB","20240125"
"CAD","60.85","62.55","61.68","62.13","BOB","20240125"
"AUD","54","55.5","54.75","55.12","BOB","20240125"
"SGD","61.15","62.85","61.97","62.4","BOB","20240125"
NA,"11.95","12.3","12.12","12.21","BOB","20240125"
"SEK","7.85","8.05","7.96","8.01","BOB","20240125"
"NOK","7.8","8.05","7.93","7.99","BOB","20240125"
"USD","81.90","84.45","82.93","83.50","TBL","20240125"
"USD.5.10.20","79.44","","","","TBL","20240125"
"USD.1.2","77.81","","","","TBL","20240125"
"GBP","104.45","107.35","105.87","106.56","TBL","20240125"
"EUR","89.20","91.65","90.42","91.01","TBL","20240125"
"JPY","55.45","57.00","56.18","56.59","TBL","20240125"
"CHF","94.55","97.20","95.82","96.52","TBL","20240125"
"HKD","10.45","10.75","10.61","10.68","TBL","20240125"
"CAD","60.85","62.55","61.68","62.13","TBL","20240125"
"AUD","54.00","55.50","54.75","55.12","TBL","20240125"
"SGD","61.15","62.85","61.97","62.40","TBL","20240125"
"DKK","11.95","12.30","12.12","12.21","TBL","20240125"
"SEK","7.85","8.05","7.96","8.01","TBL","20240125"
"NOK","7.80","8.05","7.93","7.99","TBL","20240125"
