"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"JPY","55.25","56.80","55.98","56.41","RMA","20240124"
"CHF","94.25","97.00","95.53","96.30","RMA","20240124"
"HKD","10.45","10.75","10.61","10.69","RMA","20240124"
"CAD","60.95","62.70","61.75","62.23","RMA","20240124"
"AUD","53.90","55.40","54.64","55.01","RMA","20240124"
"SGD","61.00","62.75","61.82","62.32","RMA","20240124"
"DKK","11.95","12.30","12.12","12.21","RMA","20240124"
"SEK","7.85","8.05","7.94","8.00","RMA","20240124"
"NOK","7.80","8.00","7.89","7.96","RMA","20240124"
"USD","81.90","84.50","82.93","83.55","RMA","20240124"
"GBP","103.95","106.90","105.36","106.14","RMA","20240124"
"EUR","89.15","91.70","90.38","91.02","RMA","20240124"
"USD","81.95","84.5","82.96","83.54","BOB","20240124"
"USD.5.10.20","79.49","","","","BOB","20240124"
"USD.1.2","77.85","","","","BOB","20240124"
"GBP","104.2","107.05","105.63","106.3","BOB","20240124"
"EUR","89.15","91.6","90.34","90.93","BOB","20240124"
"JPY","55.4","56.95","56.15","56.55","BOB","20240124"
"CHF","94.25","96.95","95.53","96.24","BOB","20240124"
"HKD","10.45","10.75","10.6","10.68","BOB","20240124"
"CAD","60.75","62.45","61.55","62","BOB","20240124"
"AUD","53.9","55.4","54.65","55.02","BOB","20240124"
"SGD","61.1","62.85","61.91","62.38","BOB","20240124"
NA,"11.95","12.3","12.11","12.2","BOB","20240124"
"SEK","7.85","8.05","7.94","8","BOB","20240124"
"NOK","7.8","8","7.9","7.96","BOB","20240124"
"USD","81.95","84.50","82.96","83.54","TBL","20240124"
"USD.5.10.20","79.49","","","","TBL","20240124"
"USD.1.2","77.85","","","","TBL","20240124"
"GBP","104.20","107.05","105.63","106.30","TBL","20240124"
"EUR","89.15","91.60","90.34","90.93","TBL","20240124"
"JPY","55.40","56.95","56.15","56.55","TBL","20240124"
"CHF","94.25","96.95","95.53","96.24","TBL","20240124"
"HKD","10.45","10.75","10.60","10.68","TBL","20240124"
"CAD","60.75","62.45","61.55","62.00","TBL","20240124"
"AUD","53.90","55.40","54.65","55.02","TBL","20240124"
"SGD","61.10","62.85","61.91","62.38","TBL","20240124"
"DKK","11.95","12.30","12.11","12.20","TBL","20240124"
"SEK","7.85","8.05","7.94","8.00","TBL","20240124"
"NOK","7.80","8.00","7.90","7.96","TBL","20240124"
