"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.15","84.70","83.18","83.76","RMA","20231213"
"GBP","03.00","105.85","104.37","105.08","RMA","20231213"
"EUR","88.40","90.85","89.57","90.18","RMA","20231213"
"JPY","56.15","57.70","56.89","57.30","RMA","20231213"
"CHF","93.35","96.00","94.61","95.32","RMA","20231213"
"HKD","10.50","10.80","10.66","10.73","RMA","20231213"
"CAD","60.35","62.05","61.18","61.63","RMA","20231213"
"AUD","53.80","55.30","54.55","54.91","RMA","20231213"
"SGD","61.05","62.80","61.88","62.34","RMA","20231213"
"DKK","11.85","12.20","12.01","12.10","RMA","20231213"
"SEK","7.85","8.05","7.95","8.01","RMA","20231213"
"NOK","7.50","7.70","7.61","7.67","RMA","20231213"
"USD","82.15","84.7","83.18","83.76","BOB","20231213"
"USD.5.20","79.69","","","","BOB","20231213"
"USD.12","78.04","","","","BOB","20231213"
"GBP","103.15","106","104.55","105.24","BOB","20231213"
"EUR","88.6","91.05","89.82","90.41","BOB","20231213"
"JPY","56.45","58.05","57.21","57.61","BOB","20231213"
"CHF","93.5","96.15","94.77","95.47","BOB","20231213"
"HKD","10.5","10.8","10.65","10.73","BOB","20231213"
"CAD","60.5","62.2","61.3","61.74","BOB","20231213"
"AUD","54.1","55.6","54.84","55.21","BOB","20231213"
"SGD","61.15","62.85","61.99","62.42","BOB","20231213"
"DKK","11.9","12.2","12.04","12.13","BOB","20231213"
"SEK","7.85","8.05","7.95","8.01","BOB","20231213"
"NOK","7.55","7.75","7.63","7.68","BOB","20231213"
"USD","82.15","84.70","83.17","83.76","TBL","20231213"
"USD.5.20","79.69","","","","TBL","20231213"
"USD.12","78.04","","","","TBL","20231213"
"GBP","103.05","105.90","104.47","105.15","TBL","20231213"
"EUR","88.45","90.90","89.65","90.25","TBL","20231213"
"JPY","56.85","58.45","57.63","58.05","TBL","20231213"
"CHF","93.70","96.40","94.97","95.69","TBL","20231213"
"HKD","10.50","10.80","10.65","10.73","TBL","20231213"
"CAD","60.40","62.15","61.23","61.69","TBL","20231213"
"AUD","54.25","55.70","54.97","55.32","TBL","20231213"
"SGD","61.25","63.05","62.10","62.57","TBL","20231213"
"DKK","11.85","12.20","12.02","12.11","TBL","20231213"
"SEK","7.90","8.10","7.98","8.04","TBL","20231213"
"NOK","7.55","7.75","7.65","7.70","TBL","20231213"
