"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.50","84.05","82.51","83.13","RMA","20230906"
"GBP","102.85","105.75","104.24","104.99","RMA","20230906"
"EUR","87.90","90.35","89.09","89.72","RMA","20230906"
"JPY","55.60","57.20","56.36","56.79","RMA","20230906"
"CHF","92.05","94.70","93.30","94.04","RMA","20230906"
"HKD","10.40","10.70","10.53","10.61","RMA","20230906"
"CAD","59.85","61.60","60.67","61.14","RMA","20230906"
"AUD","52.65","54.10","53.35","53.73","RMA","20230906"
"SGD","60.10","61.85","60.93","61.40","RMA","20230906"
"DKK","11.80","12.15","11.95","12.04","RMA","20230906"
"SEK","7.40","7.60","7.49","7.55","RMA","20230906"
"NOK","7.65","7.85","7.75","7.81","RMA","20230906"
"USD","81.8","84.35","82.81","83.4","BOB","20230906"
"USD.5.20","79.35","","","","BOB","20230906"
"USD.12","77.71","","","","BOB","20230906"
"GBP","102.55","105.4","103.96","104.66","BOB","20230906"
"EUR","87.85","90.3","89.02","89.63","BOB","20230906"
"JPY","55.5","57.05","56.26","56.66","BOB","20230906"
"CHF","92","94.6","93.25","93.95","BOB","20230906"
"HKD","10.4","10.7","10.56","10.64","BOB","20230906"
"CAD","59.85","61.5","60.65","61.08","BOB","20230906"
"AUD","52.15","53.55","52.84","53.16","BOB","20230906"
"SGD","60","61.7","60.82","61.27","BOB","20230906"
"DKK","11.8","12.1","11.94","12.03","BOB","20230906"
"SEK","7.35","7.6","7.47","7.53","BOB","20230906"
"NOK","7.6","7.85","7.73","7.78","BOB","20230906"
"USD","81.50","84.05","82.50","83.12","TBL","20230906"
"USD.5.20","79.06","","","","TBL","20230906"
"USD.12","77.43","","","","TBL","20230906"
"GBP","103.20","106.10","104.59","105.34","TBL","20230906"
"EUR","88.30","90.80","89.50","90.14","TBL","20230906"
"JPY","55.95","57.55","56.73","57.16","TBL","20230906"
"CHF","92.20","94.85","93.43","94.17","TBL","20230906"
"HKD","10.40","10.65","10.52","10.60","TBL","20230906"
"CAD","60.25","62.00","61.08","61.56","TBL","20230906"
"AUD","52.70","54.15","53.42","53.78","TBL","20230906"
"SGD","60.25","62.00","61.07","61.54","TBL","20230906"
"DKK","11.85","12.20","12.01","12.10","TBL","20230906"
"SEK","7.40","7.65","7.53","7.58","TBL","20230906"
"NOK","7.65","7.90","7.77","7.84","TBL","20230906"
