"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.85","84.40","82.87","83.46","RMA","20230924"
"GBP","100.50","103.30","101.88","102.56","RMA","20230924"
"EUR","87.10","89.55","88.28","88.89","RMA","20230924"
"JPY","55.20","56.75","55.94","56.34","RMA","20230924"
"CHF","90.20","92.70","91.40","92.05","RMA","20230924"
"HKD","10.45","10.75","10.60","10.67","RMA","20230924"
"CAD","60.55","62.30","61.39","61.84","RMA","20230924"
"AUD","52.40","53.85","53.10","53.45","RMA","20230924"
"SGD","59.75","61.45","60.56","61.01","RMA","20230924"
"DKK","11.70","12.00","11.84","11.93","RMA","20230924"
"SEK","7.30","7.55","7.42","7.47","RMA","20230924"
"NOK","7.60","7.80","7.68","7.74","RMA","20230924"
"USD","81.7","84.25","82.71","83.29","BOB","20230924"
"USD.5.20","79.25","","","","BOB","20230924"
"USD.12","77.62","","","","BOB","20230924"
"GBP","99.9","102.7","101.26","101.95","BOB","20230924"
"EUR","86.85","89.25","88.01","88.6","BOB","20230924"
"JPY","55","56.55","55.75","56.16","BOB","20230924"
"CHF","90.05","92.6","91.26","91.92","BOB","20230924"
"HKD","10.45","10.75","10.58","10.65","BOB","20230924"
"CAD","60.6","62.35","61.44","61.89","BOB","20230924"
"AUD","52.55","54","53.26","53.61","BOB","20230924"
"SGD","59.75","61.45","60.55","61","BOB","20230924"
"DKK","11.65","11.95","11.8","11.89","BOB","20230924"
"SEK","7.3","7.5","7.39","7.44","BOB","20230924"
"NOK","7.6","7.8","7.69","7.75","BOB","20230924"
"USD","81.70","84.25","82.71","83.29","TBL","20230924"
"USD.5.20","79.25","","","","TBL","20230924"
"USD.12","77.62","","","","TBL","20230924"
"GBP","99.90","102.70","101.26","101.95","TBL","20230924"
"EUR","86.85","89.25","88.01","88.60","TBL","20230924"
"JPY","55.00","56.55","55.75","56.16","TBL","20230924"
"CHF","90.05","92.60","91.26","91.92","TBL","20230924"
"HKD","10.45","10.75","10.58","10.65","TBL","20230924"
"CAD","60.60","62.35","61.44","61.89","TBL","20230924"
"AUD","52.55","54.00","53.26","53.61","TBL","20230924"
"SGD","59.75","61.45","60.55","61.00","TBL","20230924"
"DKK","11.65","11.95","11.80","11.89","TBL","20230924"
"SEK","7.30","7.50","7.39","7.44","TBL","20230924"
"NOK","7.60","7.80","7.69","7.75","TBL","20230924"
