"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.90","84.45","82.92","83.49","RMA","20240127"
"GBP","104.15","107.00","105.54","106.24","RMA","20240127"
"EUR","89.15","91.60","90.36","90.95","RMA","20240127"
"JPY","55.40","56.95","56.15","56.55","RMA","20240127"
"CHF","94.70","97.40","96.00","96.71","RMA","20240127"
"HKD","10.45","10.75","10.61","10.68","RMA","20240127"
"CAD","60.55","62.25","61.39","61.82","RMA","20240127"
"AUD","53.90","55.40","54.62","54.99","RMA","20240127"
"SGD","61.05","62.80","61.89","62.34","RMA","20240127"
"DKK","11.95","12.30","12.11","12.20","RMA","20240127"
"SEK","7.85","8.10","7.97","8.03","RMA","20240127"
"NOK","7.85","8.10","7.96","8.02","RMA","20240127"
"USD","81.9","84.45","82.91","83.53","BOB","20240127"
"USD.5.10.20","79.44","","","","BOB","20240127"
"USD.1.2","77.81","","","","BOB","20240127"
"GBP","104.05","106.95","105.45","106.21","BOB","20240127"
"EUR","88.75","91.25","89.95","90.59","BOB","20240127"
"JPY","55.35","56.95","56.09","56.53","BOB","20240127"
"CHF","94.55","97.3","95.82","96.58","BOB","20240127"
"HKD","10.45","10.75","10.61","10.69","BOB","20240127"
"CAD","60.8","62.55","61.61","62.09","BOB","20240127"
"AUD","53.95","55.45","54.67","55.06","BOB","20240127"
"SGD","61","62.8","61.84","62.33","BOB","20240127"
NA,"11.9","12.25","12.06","12.15","BOB","20240127"
"SEK","7.85","8.05","7.94","8","BOB","20240127"
"NOK","7.85","8.05","7.94","8","BOB","20240127"
"USD","81.90","84.45","82.92","83.49","TBL","20240127"
"USD.5.10.20","79.44","","","","TBL","20240127"
"USD.1.2","77.81","","","","TBL","20240127"
"GBP","104.15","107.00","105.54","106.24","TBL","20240127"
"EUR","89.15","91.60","90.36","90.95","TBL","20240127"
"JPY","55.40","56.95","56.15","56.55","TBL","20240127"
"CHF","94.70","97.40","96.00","96.71","TBL","20240127"
"HKD","10.45","10.75","10.61","10.68","TBL","20240127"
"CAD","60.55","62.25","61.39","61.82","TBL","20240127"
"AUD","53.90","55.40","54.62","54.99","TBL","20240127"
"SGD","61.05","62.80","61.89","62.34","TBL","20240127"
"DKK","11.95","12.30","12.11","12.20","TBL","20240127"
"SEK","7.85","8.10","7.97","8.03","TBL","20240127"
"NOK","7.85","8.10","7.96","8.02","TBL","20240127"
