"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.40","83.95","82.44","83.02","RMA","20230829"
"GBP","102.40","105.20","103.78","104.47","RMA","20230829"
"EUR","87.80","90.20","88.97","89.56","RMA","20230829"
"JPY","55.70","57.25","56.44","56.85","RMA","20230829"
"CHF","91.80","94.40","93.05","93.71","RMA","20230829"
"HKD","10.35","10.65","10.51","10.59","RMA","20230829"
"CAD","59.85","61.55","60.66","61.11","RMA","20230829"
"AUD","52.25","53.65","52.93","53.29","RMA","20230829"
"SGD","59.95","61.65","60.78","61.22","RMA","20230829"
"DKK","11.75","12.10","11.93","12.02","RMA","20230829"
"SEK","7.40","7.60","7.48","7.53","RMA","20230829"
"NOK","7.60","7.80","7.71","7.77","RMA","20230829"
"USD","81.4","83.95","82.43","83","BOB","20230829"
"USD.5.20","78.96","","","","BOB","20230829"
"USD.12","77.33","","","","BOB","20230829"
"GBP","102.3","105.1","103.68","104.37","BOB","20230829"
"EUR","87.9","90.35","89.1","89.68","BOB","20230829"
"JPY","55.5","57.05","56.24","56.64","BOB","20230829"
"CHF","91.95","94.6","93.21","93.9","BOB","20230829"
"HKD","10.35","10.65","10.51","10.58","BOB","20230829"
"CAD","59.8","61.5","60.61","61.04","BOB","20230829"
"AUD","52.1","53.55","52.8","53.15","BOB","20230829"
"SGD","59.9","61.6","60.73","61.16","BOB","20230829"
"DKK","11.8","12.1","11.95","12.04","BOB","20230829"
"SEK","7.35","7.6","7.47","7.52","BOB","20230829"
"NOK","7.6","7.8","7.69","7.75","BOB","20230829"
"USD","81.40","83.95","82.44","83.62","TBL","20230829"
"USD.5.20","78.96","","","","TBL","20230829"
"USD.12","77.33","","","","TBL","20230829"
"GBP","102.40","105.20","103.78","104.47","TBL","20230829"
"EUR","87.80","90.20","88.97","89.56","TBL","20230829"
"JPY","55.70","57.25","56.44","56.85","TBL","20230829"
"CHF","91.80","94.40","93.05","93.71","TBL","20230829"
"HKD","10.35","10.65","10.51","10.59","TBL","20230829"
"CAD","59.85","61.55","60.66","61.11","TBL","20230829"
"AUD","52.25","53.65","52.93","53.29","TBL","20230829"
"SGD","59.95","61.65","60.78","61.22","TBL","20230829"
"DKK","11.75","12.10","11.93","12.02","TBL","20230829"
"SEK","7.40","7.60","7.48","7.53","TBL","20230829"
"NOK","7.60","7.80","7.71","7.77","TBL","20230829"
