"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.90","84.45","82.93","83.51","RMA","20240118"
"GBP","103.80","106.65","105.19","105.88","RMA","20240118"
"EUR","89.00","91.50","90.21","90.83","RMA","20240118"
"JPY","55.40","56.95","56.13","56.54","RMA","20240118"
"CHF","94.90","97.60","96.19","96.91","RMA","20240118"
"HKD","10.45","10.75","10.60","10.67","RMA","20240118"
"CAD","60.50","62.25","61.34","61.78","RMA","20240118"
"AUD","53.60","55.10","54.35","54.71","RMA","20240118"
"SGD","60.90","62.60","61.70","62.14","RMA","20240118"
"DKK","11.95","12.25","12.09","12.18","RMA","20240118"
"SEK","7.85","8.05","7.93","7.99","RMA","20240118"
"NOK","7.80","8.00","7.91","7.97","RMA","20240118"
"USD","81.9","84.45","82.91","83.53","BOB","20240118"
"USD.5.10.20","79.44","","","","BOB","20240118"
"USD.1.2","77.81","","","","BOB","20240118"
"GBP","103.7","106.6","105.09","105.86","BOB","20240118"
"EUR","89.05","91.55","90.26","90.9","BOB","20240118"
"JPY","55.35","56.9","56.08","56.5","BOB","20240118"
"CHF","94.6","97.35","95.9","96.68","BOB","20240118"
"HKD","10.45","10.75","10.6","10.68","BOB","20240118"
"CAD","60.6","62.35","61.43","61.91","BOB","20240118"
"AUD","53.7","55.2","54.44","54.81","BOB","20240118"
"SGD","60.85","62.65","61.68","62.18","BOB","20240118"
NA,"11.95","12.3","12.1","12.19","BOB","20240118"
"SEK","7.85","8.05","7.93","8","BOB","20240118"
"NOK","7.8","8","7.89","7.95","BOB","20240118"
"USD","81.90","84.45","82.93","83.51","TBL","20240118"
"USD.5.10.20","79.44","","","","TBL","20240118"
"USD.1.2","77.81","","","","TBL","20240118"
"GBP","103.80","106.65","105.19","105.88","TBL","20240118"
"EUR","89.00","91.50","90.21","90.83","TBL","20240118"
"JPY","55.40","56.95","56.13","56.54","TBL","20240118"
"CHF","94.90","97.60","96.19","96.91","TBL","20240118"
"HKD","10.45","10.75","10.60","10.67","TBL","20240118"
"CAD","60.50","62.25","61.34","61.78","TBL","20240118"
"AUD","53.60","55.10","54.35","54.71","TBL","20240118"
"SGD","60.90","62.60","61.70","62.14","TBL","20240118"
"DKK","11.95","12.25","12.09","12.18","TBL","20240118"
"SEK","7.85","8.05","7.93","7.99","TBL","20240118"
"NOK","7.80","8.00","7.91","7.97","TBL","20240118"
