"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.70","84.25","82.74","83.31","RMA","20230912"
"GBP","101.90","104.75","103.29","103.98","RMA","20230912"
"EUR","87.40","89.80","88.57","89.17","RMA","20230912"
"JPY","55.45","57.00","56.18","56.58","RMA","20230912"
"CHF","91.55","94.10","92.78","93.43","RMA","20230912"
"HKD","10.40","10.70","10.55","10.63","RMA","20230912"
"CAD","59.70","61.40","60.53","60.97","RMA","20230912"
"AUD","52.20","53.65","52.91","53.26","RMA","20230912"
"SGD","59.85","61.55","60.66","61.09","RMA","20230912"
"DKK","11.70","12.05","11.87","11.95","RMA","20230912"
"SEK","7.35","7.55","7.43","7.48","RMA","20230912"
"NOK","7.65","7.85","7.75","7.81","RMA","20230912"
"USD","81.75","84.3","82.8","83.38","BOB","20230912"
"USD.5.20","79.3","","","","BOB","20230912"
"USD.12","77.66","","","","BOB","20230912"
"GBP","102.4","105.25","103.78","104.48","BOB","20230912"
"EUR","87.7","90.1","88.88","89.47","BOB","20230912"
"JPY","55.7","57.25","56.45","56.85","BOB","20230912"
"CHF","91.6","94.2","92.84","93.54","BOB","20230912"
"HKD","10.45","10.7","10.57","10.64","BOB","20230912"
"CAD","60.1","61.8","60.89","61.34","BOB","20230912"
"AUD","52.55","54","53.28","53.61","BOB","20230912"
"SGD","60","61.7","60.83","61.28","BOB","20230912"
"DKK","11.75","12.1","11.92","12","BOB","20230912"
"SEK","7.4","7.6","7.48","7.54","BOB","20230912"
"NOK","7.65","7.9","7.78","7.83","BOB","20230912"
"USD","81.70","84.25","82.74","83.31","TBL","20230912"
"USD.5.20","79.25","","","","TBL","20230912"
"USD.12","77.62","","","","TBL","20230912"
"GBP","101.90","104.75","103.29","103.98","TBL","20230912"
"EUR","87.40","89.80","88.57","89.17","TBL","20230912"
"JPY","55.45","57.00","56.18","56.58","TBL","20230912"
"CHF","91.55","94.10","92.78","93.43","TBL","20230912"
"HKD","10.40","10.70","10.55","10.63","TBL","20230912"
"CAD","59.70","61.40","60.53","60.97","TBL","20230912"
"AUD","52.30","53.75","52.91","53.36","TBL","20230912"
"SGD","59.85","61.55","60.66","61.09","TBL","20230912"
"DKK","11.70","12.05","11.87","11.95","TBL","20230912"
"SEK","7.35","7.55","7.43","7.48","TBL","20230912"
"NOK","7.65","7.85","7.75","7.81","TBL","20230912"
