"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.95","84.50","82.99","83.57","RMA","20231005"
"GBP","98.90","101.65","100.26","100.94","RMA","20231005"
"EUR","85.85","88.25","87.03","87.60","RMA","20231005"
"JPY","54.65","56.15","55.38","55.77","RMA","20231005"
"CHF","88.85","91.35","90.04","90.71","RMA","20231005"
"HKD","10.45","10.75","10.60","10.67","RMA","20231005"
"CAD","59.70","61.40","60.49","60.94","RMA","20231005"
"AUD","51.70","53.10","52.42","52.74","RMA","20231005"
"SGD","59.60","61.30","60.39","60.85","RMA","20231005"
"DKK","11.50","11.85","11.67","11.75","RMA","20231005"
"SEK","7.40","7.60","7.50","7.55","RMA","20231005"
"NOK","7.55","7.75","7.63","7.69","RMA","20231005"
"USD","82","84.55","83.02","83.6","BOB","20231005"
"USD.5.20","79.54","","","","BOB","20231005"
"USD.12","77.9","","","","BOB","20231005"
"GBP","99.35","102.05","100.68","101.34","BOB","20231005"
"EUR","86","88.4","87.16","87.74","BOB","20231005"
"JPY","54.9","56.45","55.65","56.05","BOB","20231005"
"CHF","89.15","91.7","90.38","91.05","BOB","20231005"
"HKD","10.45","10.75","10.6","10.68","BOB","20231005"
"CAD","59.8","61.5","60.6","61.05","BOB","20231005"
"AUD","51.8","53.25","52.5","52.86","BOB","20231005"
"SGD","59.7","61.4","60.5","60.95","BOB","20231005"
"DKK","11.55","11.85","11.68","11.77","BOB","20231005"
"SEK","7.4","7.6","7.51","7.56","BOB","20231005"
"NOK","7.5","7.7","7.59","7.65","BOB","20231005"
"USD","81.95","84.50","82.99","83.57","TBL","20231005"
"USD.5.20","79.49","","","","TBL","20231005"
"USD.12","77.85","","","","TBL","20231005"
"GBP","98.90","101.65","100.26","100.94","TBL","20231005"
"EUR","85.85","88.25","87.03","87.60","TBL","20231005"
"JPY","54.65","56.15","55.38","55.77","TBL","20231005"
"CHF","88.85","91.35","90.04","90.71","TBL","20231005"
"HKD","10.45","10.75","10.60","10.67","TBL","20231005"
"CAD","57.70","61.40","60.49","60.94","TBL","20231005"
"AUD","51.70","53.10","52.42","52.74","TBL","20231005"
"SGD","59.60","61.30","60.39","60.85","TBL","20231005"
"DKK","11.50","11.85","11.67","11.75","TBL","20231005"
"SEK","7.40","7.60","7.50","7.55","TBL","20231005"
"NOK","7.55","7.75","7.63","7.69","TBL","20231005"
