"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.05","84.60","83.09","83.67","RMA","20231115"
"GBP","100.40","103.15","101.75","102.41","RMA","20231115"
"EUR","87.65","90.10","88.82","89.44","RMA","20231115"
"JPY","54.00","55.55","54.75","55.14","RMA","20231115"
"CHF","90.85","93.45","92.07","92.77","RMA","20231115"
"HKD","10.50","10.80","10.64","10.71","RMA","20231115"
"CAD","59.35","61.05","60.16","60.60","RMA","20231115"
"AUD","52.30","53.75","52.98","53.35","RMA","20231115"
"SGD","60.25","62.00","61.08","61.54","RMA","20231115"
"DKK","11.75","12.10","11.91","11.99","RMA","20231115"
"SEK","7.55","7.75","7.63","7.69","RMA","20231115"
"NOK","7.35","7.55","7.47","7.52","RMA","20231115"
"BOB website is down.","BOB website is down.","BOB website is down.","BOB website is down.","BOB website is down.","BOB website is down.","20231115"
"USD","82.05","84.60","83.09","83.67","TBL","20231115"
"USD.5.20","79.59","","","","TBL","20231115"
"USD.12","77.95","","","","TBL","20231115"
"GBP","100.40","103.15","101.75","102.41","TBL","20231115"
"EUR","87.65","90.10","88.82","89.44","TBL","20231115"
"JPY","54.00","55.55","54.75","55.14","TBL","20231115"
"CHF","90.85","93.45","92.07","92.77","TBL","20231115"
"HKD","10.50","10.80","10.64","10.71","TBL","20231115"
"CAD","59.35","61.05","60.16","60.60","TBL","20231115"
"AUD","52.30","53.75","52.98","53.35","TBL","20231115"
"SGD","60.25","62.00","61.08","61.54","TBL","20231115"
"DKK","11.75","12.10","11.91","11.99","TBL","20231115"
"SEK","7.55","7.75","7.63","7.69","TBL","20231115"
"NOK","7.35","7.55","7.47","7.52","TBL","20231115"
