"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.50","84.05","82.50","83.12","RMA","20230901"
"GBP","103.05","105.95","104.43","105.18","RMA","20230901"
"EUR","88.65","91.15","89.84","90.49","RMA","20230901"
"JPY","55.60","57.20","56.37","56.79","RMA","20230901"
"CHF","92.50","95.15","93.74","94.45","RMA","20230901"
"HKD","10.35","10.65","10.51","10.59","RMA","20230901"
"CAD","60.00","61.70","60.81","61.28","RMA","20230901"
"AUD","52.65","54.10","53.34","53.73","RMA","20230901"
"SGD","60.20","61.90","60.99","61.45","RMA","20230901"
"DKK","11.90","12.25","12.05","12.14","RMA","20230901"
"SEK","7.50","7.70","7.58","7.64","RMA","20230901"
"NOK","7.65","7.90","7.78","7.84","RMA","20230901"
"USD","81.55","84.1","82.58","83.15","BOB","20230901"
"USD.5.20","79.1","","","","BOB","20230901"
"USD.12","77.47","","","","BOB","20230901"
"GBP","103.4","106.25","104.79","105.49","BOB","20230901"
"EUR","88.6","91.05","89.82","90.41","BOB","20230901"
"JPY","55.85","57.4","56.6","57.01","BOB","20230901"
"CHF","92.35","94.95","93.59","94.29","BOB","20230901"
"HKD","10.4","10.7","10.53","10.6","BOB","20230901"
"CAD","60.1","61.8","60.94","61.38","BOB","20230901"
"AUD","52.7","54.2","53.43","53.79","BOB","20230901"
"SGD","60.3","62","61.1","61.55","BOB","20230901"
"DKK","11.9","12.2","12.05","12.13","BOB","20230901"
"SEK","7.45","7.65","7.56","7.62","BOB","20230901"
"NOK","7.65","7.85","7.74","7.8","BOB","20230901"
"USD","81.50","84.05","82.50","83.12","TBL","20230901"
"USD.5.20","79.06","","","","TBL","20230901"
"USD.12","77.43","","","","TBL","20230901"
"GBP","103.05","105.95","104.43","105.18","TBL","20230901"
"EUR","88.65","91.15","89.84","90.49","TBL","20230901"
"JPY","55.60","57.20","56.37","56.79","TBL","20230901"
"CHF","92.50","95.15","93.74","94.45","TBL","20230901"
"HKD","10.35","10.65","10.51","10.59","TBL","20230901"
"CAD","60.00","61.70","60.81","61.28","TBL","20230901"
"AUD","52.65","54.10","53.34","53.73","TBL","20230901"
"SGD","60.20","61.90","60.99","61.45","TBL","20230901"
"DKK","11.90","12.25","12.05","12.14","TBL","20230901"
"SEK","7.50","7.70","7.58","7.64","TBL","20230901"
"NOK","7.65","7.90","7.78","7.84","TBL","20230901"
