"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.10","84.70","83.15","83.74","RMA","20231210"
"GBP","103.30","106.15","104.68","105.37","RMA","20231210"
"EUR","88.45","90.90","89.65","90.25","RMA","20231210"
"JPY","56.60","58.20","57.38","57.80","RMA","20231210"
"CHF","93.90","96.60","95.19","95.91","RMA","20231210"
"HKD","10.50","10.80","10.64","10.72","RMA","20231210"
"CAD","60.35","62.10","61.18","61.63","RMA","20231210"
"AUD","53.90","55.40","54.65","55.01","RMA","20231210"
"SGD","61.25","63.00","62.08","62.54","RMA","20231210"
"DKK","11.85","12.20","12.02","12.11","RMA","20231210"
"SEK","7.85","8.05","7.95","8.01","RMA","20231210"
"NOK","7.50","7.75","7.62","7.67","RMA","20231210"
"USD","82.15","84.7","83.17","83.76","BOB","20231210"
"USD.5.20","79.69","","","","BOB","20231210"
"USD.12","78.04","","","","BOB","20231210"
"GBP","103.05","105.9","104.47","105.15","BOB","20231210"
"EUR","88.45","90.9","89.65","90.25","BOB","20231210"
"JPY","56.85","58.45","57.63","58.05","BOB","20231210"
"CHF","93.7","96.4","94.97","95.69","BOB","20231210"
"HKD","10.5","10.8","10.65","10.73","BOB","20231210"
"CAD","60.4","62.15","61.23","61.69","BOB","20231210"
"AUD","54.25","55.7","54.97","55.32","BOB","20231210"
"SGD","61.25","63.05","62.1","62.57","BOB","20231210"
"DKK","11.85","12.2","12.02","12.11","BOB","20231210"
"SEK","7.9","8.1","7.98","8.04","BOB","20231210"
"NOK","7.55","7.75","7.65","7.7","BOB","20231210"
"USD","82.10","84.70","83.15","83.74","TBL","20231210"
"USD.5.20","79.64","","","","TBL","20231210"
"USD.12","78.00","","","","TBL","20231210"
"GBP","103.30","106.15","104.68","105.37","TBL","20231210"
"EUR","88.45","90.90","89.65","90.25","TBL","20231210"
"JPY","56.60","58.20","57.38","57.80","TBL","20231210"
"CHF","93.90","96.60","95.19","95.91","TBL","20231210"
"HKD","10.50","10.80","10.64","10.72","TBL","20231210"
"CAD","60.35","62.10","61.18","61.63","TBL","20231210"
"AUD","53.90","55.40","54.65","55.01","TBL","20231210"
"SGD","61.25","63.00","62.08","62.54","TBL","20231210"
"DKK","11.85","12.20","12.02","12.11","TBL","20231210"
"SEK","7.85","8.05","7.95","8.01","TBL","20231210"
"NOK","7.50","7.75","7.62","7.67","TBL","20231210"
