"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.90","84.45","82.93","83.50","RMA","20240126"
"GBP","104.45","107.35","105.87","106.56","RMA","20240126"
"EUR","89.20","91.65","90.42","91.01","RMA","20240126"
"JPY","55.45","57.00","56.18","56.59","RMA","20240126"
"CHF","94.55","97.20","95.82","96.52","RMA","20240126"
"HKD","10.45","10.75","10.61","10.68","RMA","20240126"
"CAD","60.85","62.55","61.68","62.13","RMA","20240126"
"AUD","54.00","55.50","54.75","55.12","RMA","20240126"
"SGD","61.15","62.85","61.97","62.40","RMA","20240126"
"DKK","11.95","12.30","12.12","12.21","RMA","20240126"
"SEK","7.85","8.05","7.96","8.01","RMA","20240126"
"NOK","7.80","8.05","7.93","7.99","RMA","20240126"
"USD","81.9","84.45","82.92","83.49","BOB","20240126"
"USD.5.10.20","79.44","","","","BOB","20240126"
"USD.1.2","77.81","","","","BOB","20240126"
"GBP","104.15","107","105.54","106.24","BOB","20240126"
"EUR","89.15","91.6","90.36","90.95","BOB","20240126"
"JPY","55.4","56.95","56.15","56.55","BOB","20240126"
"CHF","94.7","97.4","96","96.71","BOB","20240126"
"HKD","10.45","10.75","10.61","10.68","BOB","20240126"
"CAD","60.55","62.25","61.39","61.82","BOB","20240126"
"AUD","53.9","55.4","54.62","54.99","BOB","20240126"
"SGD","61.05","62.8","61.89","62.34","BOB","20240126"
NA,"11.95","12.3","12.11","12.2","BOB","20240126"
"SEK","7.85","8.1","7.97","8.03","BOB","20240126"
"NOK","7.85","8.1","7.96","8.02","BOB","20240126"
"USD","81.90","84.45","82.93","83.50","TBL","20240126"
"USD.5.10.20","79.44","","","","TBL","20240126"
"USD.1.2","77.81","","","","TBL","20240126"
"GBP","104.45","107.35","105.87","106.56","TBL","20240126"
"EUR","89.20","91.65","90.42","91.01","TBL","20240126"
"JPY","55.45","57.00","56.18","56.59","TBL","20240126"
"CHF","94.55","97.20","95.82","96.52","TBL","20240126"
"HKD","10.45","10.75","10.61","10.68","TBL","20240126"
"CAD","60.85","62.55","61.68","62.13","TBL","20240126"
"AUD","54.00","55.50","54.75","55.12","TBL","20240126"
"SGD","61.15","62.85","61.97","62.40","TBL","20240126"
"DKK","11.95","12.30","12.12","12.21","TBL","20240126"
"SEK","7.85","8.05","7.96","8.01","TBL","20240126"
"NOK","7.80","8.05","7.93","7.99","TBL","20240126"
