"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.90","84.45","82.94","83.53","RMA","20231116"
"GBP","100.70","103.50","102.05","102.77","RMA","20231116"
"EUR","87.70","90.15","88.88","89.51","RMA","20231116"
"JPY","53.95","55.45","54.66","55.07","RMA","20231116"
"CHF","90.75","93.35","91.98","92.68","RMA","20231116"
"HKD","10.50","10.80","10.62","10.70","RMA","20231116"
"CAD","59.20","60.90","60.00","60.45","RMA","20231116"
"AUD","52.20","53.65","52.89","53.25","RMA","20231116"
"SGD","60.15","61.85","60.98","61.43","RMA","20231116"
"DKK","11.75","12.10","11.92","12.00","RMA","20231116"
"SEK","7.55","7.75","7.65","7.70","RMA","20231116"
"NOK","7.35","7.60","7.47","7.53","RMA","20231116"
"USD","81.9","84.45","82.94","83.53","BOB","20231116"
"USD.5.20","79.44","","","","BOB","20231116"
"USD.12","77.81","","","","BOB","20231116"
"GBP","102","104.8","103.4","104.06","BOB","20231116"
"EUR","88.85","91.3","90.03","90.62","BOB","20231116"
"JPY","54.4","55.95","55.14","55.54","BOB","20231116"
"CHF","92","94.65","93.26","93.98","BOB","20231116"
"HKD","10.5","10.8","10.62","10.7","BOB","20231116"
"CAD","59.75","61.45","60.55","60.99","BOB","20231116"
"AUD","53.25","54.75","53.98","54.34","BOB","20231116"
"SGD","60.65","62.35","61.49","61.92","BOB","20231116"
"DKK","11.9","12.25","12.07","12.15","BOB","20231116"
"SEK","7.75","7.95","7.85","7.9","BOB","20231116"
"NOK","7.55","7.75","7.64","7.7","BOB","20231116"
"USD","81.90","84.45","82.94","83.53","TBL","20231116"
"USD.5.20","79.44","","","","TBL","20231116"
"USD.12","77.81","","","","TBL","20231116"
"GBP","100.70","103.50","102.05","102.77","TBL","20231116"
"EUR","87.70","90.15","88.88","89.51","TBL","20231116"
"JPY","53.95","55.45","54.66","55.07","TBL","20231116"
"CHF","90.75","93.35","91.98","92.68","TBL","20231116"
"HKD","10.50","10.80","10.62","10.70","TBL","20231116"
"CAD","59.20","60.90","60.00","60.45","TBL","20231116"
"AUD","52.20","53.65","52.89","53.25","TBL","20231116"
"SGD","60.15","61.85","60.98","61.43","TBL","20231116"
"DKK","11.75","12.10","11.92","12.00","TBL","20231116"
"SEK","7.55","7.75","7.65","7.70","TBL","20231116"
"NOK","7.35","7.60","7.47","7.53","TBL","20231116"
