"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.95","84.55","82.97","83.59","RMA","20231003"
"GBP","99.60","102.40","100.93","101.65","RMA","20231003"
"EUR","86.30","88.70","87.45","88.09","RMA","20231003"
"JPY","54.65","56.25","55.41","55.83","RMA","20231003"
"CHF","89.65","92.25","90.88","91.60","RMA","20231003"
"HKD","10.45","10.75","10.59","10.67","RMA","20231003"
"CAD","60.15","61.85","60.95","61.42","RMA","20231003"
"AUD","52.40","53.85","53.09","53.45","RMA","20231003"
"SGD","59.65","61.40","60.47","60.95","RMA","20231003"
"DKK","11.55","11.90","11.72","11.81","RMA","20231003"
"SEK","7.45","7.65","7.55","7.61","RMA","20231003"
"NOK","7.65","7.85","7.74","7.80","RMA","20231003"
"USD","81.95","84.55","82.97","83.59","BOB","20231003"
"USD.5.20","79.49","","","","BOB","20231003"
"USD.12","77.85","","","","BOB","20231003"
"GBP","99.6","102.4","100.93","101.65","BOB","20231003"
"EUR","86.3","88.7","87.45","88.09","BOB","20231003"
"JPY","54.65","56.25","55.41","55.83","BOB","20231003"
"CHF","89.65","92.25","90.88","91.6","BOB","20231003"
"HKD","10.45","10.75","10.59","10.67","BOB","20231003"
"CAD","60.15","61.85","60.95","61.42","BOB","20231003"
"AUD","52.4","53.85","53.09","53.45","BOB","20231003"
"SGD","59.65","61.4","60.47","60.95","BOB","20231003"
"DKK","11.55","11.9","11.72","11.81","BOB","20231003"
"SEK","7.45","7.65","7.55","7.61","BOB","20231003"
"NOK","7.65","7.85","7.74","7.8","BOB","20231003"
"USD","81.85","84.40","82.87","83.45","TBL","20231003"
"USD.5.20","79.39","","","","TBL","20231003"
"USD.12","77.76","","","","TBL","20231003"
"GBP","100.20","103.00","101.56","102.24","TBL","20231003"
"EUR","86.60","89.05","87.79","88.39","TBL","20231003"
"JPY","54.80","56.35","55.53","55.94","TBL","20231003"
"CHF","89.55","92.10","90.76","91.44","TBL","20231003"
"HKD","10.45","10.75","10.58","10.66","TBL","20231003"
"CAD","60.90","62.60","61.71","62.15","TBL","20231003"
"AUD","53.05","54.50","53.75","54.12","TBL","20231003"
"SGD","59.95","61.65","60.77","61.21","TBL","20231003"
"DKK","11.60","11.95","11.77","11.86","TBL","20231003"
"SEK","7.50","7.75","7.62","7.67","TBL","20231003"
"NOK","7.70","7.90","7.80","7.86","TBL","20231003"
