"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.75","84.30","82.76","83.34","RMA","20230915"
"GBP","101.80","104.60","103.17","103.85","RMA","20230915"
"EUR","87.65","90.05","88.82","89.42","RMA","20230915"
"JPY","55.40","56.95","56.16","56.56","RMA","20230915"
"CHF","91.40","94.00","92.65","93.34","RMA","20230915"
"HKD","10.45","10.75","10.58","10.65","RMA","20230915"
"CAD","60.20","61.90","61.02","61.47","RMA","20230915"
"AUD","52.35","53.80","53.05","53.41","RMA","20230915"
"SGD","59.95","61.65","60.77","61.22","RMA","20230915"
"DKK","11.75","12.05","11.90","11.99","RMA","20230915"
"SEK","7.35","7.55","7.43","7.49","RMA","20230915"
"NOK","7.65","7.85","7.74","7.79","RMA","20230915"
"USD","81.75","84.35","82.8","83.42","BOB","20230915"
"USD.5.20","79.3","","","","BOB","20230915"
"USD.12","77.66","","","","BOB","20230915"
"GBP","101.9","104.8","103.28","104.03","BOB","20230915"
"EUR","87.65","90.15","88.85","89.49","BOB","20230915"
"JPY","55.4","57","56.18","56.6","BOB","20230915"
"CHF","91.45","94.1","92.68","93.41","BOB","20230915"
"HKD","10.45","10.75","10.58","10.66","BOB","20230915"
"CAD","60.35","62.1","61.17","61.66","BOB","20230915"
"AUD","52.55","54","53.24","53.62","BOB","20230915"
"SGD","60","61.75","60.83","61.3","BOB","20230915"
"DKK","11.75","12.1","11.91","12","BOB","20230915"
"SEK","7.35","7.55","7.44","7.5","BOB","20230915"
"NOK","7.6","7.85","7.72","7.79","BOB","20230915"
"USD","81.75","84.35","82.80","83.42","TBL","20230915"
"USD.5.20","79.30","","","","TBL","20230915"
"USD.12","77.66","","","","TBL","20230915"
"GBP","101.90","104.80","103.28","104.03","TBL","20230915"
"EUR","87.65","90.15","88.85","89.49","TBL","20230915"
"JPY","55.40","57.00","56.18","56.60","TBL","20230915"
"CHF","91.45","94.10","92.68","93.41","TBL","20230915"
"HKD","10.45","10.75","10.58","10.65","TBL","20230915"
"CAD","60.35","62.10","61.17","61.66","TBL","20230915"
"AUD","52.55","54.00","53.24","53.62","TBL","20230915"
"SGD","60.00","61.75","60.83","61.30","TBL","20230915"
"DKK","11.75","12.10","11.91","12.00","TBL","20230915"
"SEK","7.35","7.55","7.44","7.50","TBL","20230915"
"NOK","7.60","7.85","7.72","7.79","TBL","20230915"
