"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.95","84.50","82.99","83.56","RMA","20231228"
"GBP","103.95","106.80","105.35","106.05","RMA","20231228"
"EUR","90.20","92.70","91.41","92.04","RMA","20231228"
"JPY","57.45","59.05","58.23","58.64","RMA","20231228"
"CHF","95.50","98.15","96.78","97.46","RMA","20231228"
"HKD","10.50","10.80","10.63","10.70","RMA","20231228"
"CAD","61.80","63.50","62.61","63.05","RMA","20231228"
"AUD","55.70","57.20","56.43","56.81","RMA","20231228"
"SGD","61.85","63.60","62.68","63.14","RMA","20231228"
"DKK","12.10","12.45","12.26","12.35","RMA","20231228"
"SEK","8.15","8.35","8.25","8.31","RMA","20231228"
"NOK","8.00","8.20","8.10","8.16","RMA","20231228"
"USD","82.1","84.7","83.12","83.74","BOB","20231228"
"USD.5.20","79.64","","","","BOB","20231228"
"USD.12","78","","","","BOB","20231228"
"GBP","104.35","107.25","105.76","106.5","BOB","20231228"
"EUR","90.65","93.2","91.9","92.55","BOB","20231228"
"JPY","57.5","59.15","58.29","58.73","BOB","20231228"
"CHF","96.25","99.05","97.54","98.32","BOB","20231228"
"HKD","10.5","10.8","10.64","10.72","BOB","20231228"
"CAD","62.1","63.9","62.95","63.44","BOB","20231228"
"AUD","56.05","57.65","56.8","57.22","BOB","20231228"
"SGD","62","63.8","62.86","63.36","BOB","20231228"
"DKK","12.15","12.5","12.32","12.42","BOB","20231228"
"SEK","8.25","8.45","8.34","8.4","BOB","20231228"
"NOK","8.05","8.3","8.18","8.25","BOB","20231228"
"USD","81.95","84.50","82.99","83.56","TBL","20231228"
"USD.5.20","79.49","","","","TBL","20231228"
"USD.12","77.85","","","","TBL","20231228"
"GBP","103.95","106.80","105.35","106.05","TBL","20231228"
"EUR","90.20","92.70","91.41","92.04","TBL","20231228"
"JPY","57.45","59.05","58.23","58.64","TBL","20231228"
"CHF","95.50","98.15","96.78","97.46","TBL","20231228"
"HKD","10.50","10.80","10.63","10.70","TBL","20231228"
"CAD","61.80","63.50","62.61","63.05","TBL","20231228"
"AUD","55.70","57.20","56.43","56.81","TBL","20231228"
"SGD","61.85","63.60","62.68","63.14","TBL","20231228"
"DKK","12.10","12.45","12.26","12.35","TBL","20231228"
"SEK","8.15","8.35","8.25","8.31","TBL","20231228"
"NOK","8.00","8.20","8.10","8.16","TBL","20231228"
