"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.55","84.10","82.58","83.15","RMA","20230902"
"GBP","103.40","106.25","104.79","105.49","RMA","20230902"
"EUR","88.60","91.05","89.82","90.41","RMA","20230902"
"JPY","55.85","57.40","56.60","57.01","RMA","20230902"
"CHF","92.35","94.95","93.59","94.29","RMA","20230902"
"HKD","10.40","10.70","10.53","10.60","RMA","20230902"
"CAD","60.10","61.80","60.94","61.38","RMA","20230902"
"AUD","52.70","54.20","53.43","53.79","RMA","20230902"
"SGD","60.30","62.00","61.10","61.55","RMA","20230902"
"DKK","11.90","12.20","12.05","12.13","RMA","20230902"
"SEK","7.45","7.65","7.56","7.62","RMA","20230902"
"NOK","7.65","7.85","7.74","7.80","RMA","20230902"
"USD","81.5","84.05","82.5","83.12","BOB","20230902"
"USD.5.20","79.06","","","","BOB","20230902"
"USD.12","77.43","","","","BOB","20230902"
"GBP","103.2","106.1","104.59","105.34","BOB","20230902"
"EUR","88.3","90.8","89.5","90.14","BOB","20230902"
"JPY","55.95","57.55","56.73","57.16","BOB","20230902"
"CHF","92.2","94.85","93.43","94.17","BOB","20230902"
"HKD","10.4","10.65","10.52","10.6","BOB","20230902"
"CAD","60.25","62","61.08","61.56","BOB","20230902"
"AUD","52.7","54.15","53.42","53.78","BOB","20230902"
"SGD","60.25","62","61.07","61.54","BOB","20230902"
"DKK","11.85","12.2","12.01","12.1","BOB","20230902"
"SEK","7.4","7.65","7.53","7.58","BOB","20230902"
"NOK","7.65","7.9","7.77","7.84","BOB","20230902"
"USD","81.50","84.05","82.50","83.12","TBL","20230902"
"USD.5.20","79.06","","","","TBL","20230902"
"USD.12","77.43","","","","TBL","20230902"
"GBP","103.05","105.95","104.43","105.18","TBL","20230902"
"EUR","88.65","91.15","89.84","90.49","TBL","20230902"
"JPY","55.60","57.20","56.37","56.79","TBL","20230902"
"CHF","92.50","95.15","93.74","94.45","TBL","20230902"
"HKD","10.35","10.65","10.51","10.59","TBL","20230902"
"CAD","60.00","61.70","60.81","61.28","TBL","20230902"
"AUD","52.65","54.10","53.34","53.73","TBL","20230902"
"SGD","60.20","61.90","60.99","61.45","TBL","20230902"
"DKK","11.90","12.25","12.05","12.14","TBL","20230902"
"SEK","7.50","7.70","7.58","7.64","TBL","20230902"
"NOK","7.65","7.90","7.78","7.84","TBL","20230902"
