"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.15","84.70","83.18","83.76","RMA","20231214"
"GBP","103.15","106.00","104.55","105.24","RMA","20231214"
"EUR","88.60","91.05","89.82","90.41","RMA","20231214"
"JPY","56.45","58.05","57.21","57.61","RMA","20231214"
"CHF","93.50","96.15","94.77","95.47","RMA","20231214"
"HKD","10.50","10.80","10.65","10.73","RMA","20231214"
"CAD","60.50","62.20","61.30","61.74","RMA","20231214"
"AUD","54.10","55.60","54.84","55.21","RMA","20231214"
"SGD","61.15","62.85","61.99","62.42","RMA","20231214"
"DKK","11.90","12.20","12.04","12.13","RMA","20231214"
"SEK","7.85","8.05","7.95","8.01","RMA","20231214"
"NOK","7.55","7.75","7.63","7.68","RMA","20231214"
"USD","82.15","84.7","83.2","83.78","BOB","20231214"
"USD.5.20","79.69","","","","BOB","20231214"
"USD.12","78.04","","","","BOB","20231214"
"GBP","102.85","105.65","104.22","104.91","BOB","20231214"
"EUR","88.55","91","89.76","90.35","BOB","20231214"
"JPY","56.3","57.85","57.04","57.44","BOB","20231214"
"CHF","93.7","96.35","94.97","95.64","BOB","20231214"
"HKD","10.5","10.8","10.65","10.72","BOB","20231214"
"CAD","60.4","62.1","61.2","61.64","BOB","20231214"
"AUD","53.8","55.3","54.55","54.91","BOB","20231214"
"SGD","61.1","62.8","61.91","62.36","BOB","20231214"
"DKK","11.85","12.2","12.03","12.12","BOB","20231214"
"SEK","7.85","8.05","7.96","8.01","BOB","20231214"
"NOK","7.45","7.7","7.57","7.62","BOB","20231214"
"USD","82.15","84.70","83.18","83.76","TBL","20231214"
"USD.5.20","79.69","","","","TBL","20231214"
"USD.12","78.04","","","","TBL","20231214"
"GBP","103.15","106.00","104.55","105.24","TBL","20231214"
"EUR","88.60","91.05","89.82","90.41","TBL","20231214"
"JPY","56.45","58.05","57.21","57.61","TBL","20231214"
"CHF","93.50","96.15","94.77","95.47","TBL","20231214"
"HKD","10.50","10.80","10.65","10.73","TBL","20231214"
"CAD","60.50","62.20","61.30","61.74","TBL","20231214"
"AUD","54.10","55.60","54.84","55.21","TBL","20231214"
"SGD","61.15","62.85","61.99","62.42","TBL","20231214"
"DKK","11.90","12.20","12.04","12.13","TBL","20231214"
"SEK","7.85","8.05","7.95","8.01","TBL","20231214"
"NOK","7.55","7.75","7.63","7.68","TBL","20231214"
