"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.90","84.45","82.95","83.53","RMA","20231226"
"GBP","103.85","106.75","105.25","105.96","RMA","20231226"
"EUR","90.05","92.55","91.29","91.90","RMA","20231226"
"JPY","57.55","59.20","58.34","58.77","RMA","20231226"
"CHF","95.60","98.35","96.91","97.64","RMA","20231226"
"HKD","10.45","10.75","10.62","10.69","RMA","20231226"
"CAD","61.65","63.40","62.46","62.93","RMA","20231226"
"AUD","55.60","57.15","56.35","56.74","RMA","20231226"
"SGD","61.80","63.55","62.61","63.08","RMA","20231226"
"DKK","12.10","12.40","12.24","12.33","RMA","20231226"
"SEK","8.15","8.35","8.24","8.30","RMA","20231226"
"NOK","8.00","8.25","8.11","8.17","RMA","20231226"
"USD","81.95","84.5","82.96","83.54","BOB","20231226"
"USD.5.20","79.49","","","","BOB","20231226"
"USD.12","77.85","","","","BOB","20231226"
"GBP","103.95","106.8","105.36","106.05","BOB","20231226"
"EUR","90.2","92.65","91.4","92","BOB","20231226"
"JPY","57.5","59.1","58.27","58.68","BOB","20231226"
"CHF","95.55","98.25","96.86","97.56","BOB","20231226"
"HKD","10.5","10.75","10.62","10.7","BOB","20231226"
"CAD","61.75","63.5","62.57","63.03","BOB","20231226"
"AUD","55.75","57.3","56.51","56.88","BOB","20231226"
"SGD","61.8","63.55","62.66","63.12","BOB","20231226"
"DKK","12.1","12.45","12.26","12.35","BOB","20231226"
"SEK","8.15","8.4","8.28","8.34","BOB","20231226"
"NOK","8","8.25","8.12","8.21","BOB","20231226"
"USD","81.90","84.45","82.95","83.53","TBL","20231226"
"USD.5.20","79.44","","","","TBL","20231226"
"USD.12","77.81","","","","TBL","20231226"
"GBP","103.85","106.75","105.25","105.96","TBL","20231226"
"EUR","90.05","92.55","91.29","91.90","TBL","20231226"
"JPY","57.55","59.20","58.34","58.77","TBL","20231226"
"CHF","95.60","98.35","96.91","97.64","TBL","20231226"
"HKD","10.45","10.75","10.62","10.69","TBL","20231226"
"CAD","61.65","63.40","62.46","62.93","TBL","20231226"
"AUD","55.60","57.15","56.35","56.74","TBL","20231226"
"SGD","61.80","63.55","62.61","63.08","TBL","20231226"
"DKK","12.10","12.40","12.24","12.33","TBL","20231226"
"SEK","8.15","8.35","8.24","8.30","TBL","20231226"
"NOK","8.00","8.25","8.11","8.17","TBL","20231226"
