"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.10","84.70","83.15","83.74","RMA","20231208"
"GBP","103.30","106.15","104.68","105.37","RMA","20231208"
"EUR","88.45","90.90","89.65","90.25","RMA","20231208"
"JPY","56.60","58.20","57.38","57.80","RMA","20231208"
"CHF","93.90","96.60","95.19","95.91","RMA","20231208"
"HKD","10.50","10.80","10.64","10.72","RMA","20231208"
"CAD","60.35","62.10","61.18","61.63","RMA","20231208"
"AUD","53.90","55.40","54.65","55.01","RMA","20231208"
"SGD","61.25","63.00","62.08","62.54","RMA","20231208"
"DKK","11.85","12.20","12.02","12.11","RMA","20231208"
"SEK","7.85","8.05","7.95","8.01","RMA","20231208"
"NOK","7.50","7.75","7.62","7.67","RMA","20231208"
"USD","82.1","84.7","83.15","83.74","BOB","20231208"
"USD.5.20","79.64","","","","BOB","20231208"
"USD.12","78","","","","BOB","20231208"
"GBP","103.3","106.15","104.68","105.37","BOB","20231208"
"EUR","88.45","90.9","89.65","90.25","BOB","20231208"
"JPY","56.6","58.2","57.38","57.8","BOB","20231208"
"CHF","93.9","96.6","95.19","95.91","BOB","20231208"
"HKD","10.5","10.8","10.64","10.72","BOB","20231208"
"CAD","60.35","62.1","61.18","61.63","BOB","20231208"
"AUD","53.9","55.4","54.65","55.01","BOB","20231208"
"SGD","61.25","63","62.08","62.54","BOB","20231208"
"DKK","11.85","12.2","12.02","12.11","BOB","20231208"
"SEK","7.85","8.05","7.95","8.01","BOB","20231208"
"NOK","7.5","7.75","7.62","7.67","BOB","20231208"
"USD","82.10","84.65","83.12","83.70","TBL","20231208"
"USD.5.20","79.64","","","","TBL","20231208"
"USD.12","78.00","","","","TBL","20231208"
"GBP","103.35","106.20","104.76","105.43","TBL","20231208"
"EUR","88.50","90.95","89.70","90.30","TBL","20231208"
"JPY","55.65","57.20","56.40","56.81","TBL","20231208"
"CHF","93.75","96.45","95.04","95.77","TBL","20231208"
"HKD","10.50","10.80","10.64","10.72","TBL","20231208"
"CAD","60.35","62.05","61.19","61.62","TBL","20231208"
"AUD","53.95","55.40","54.66","55.00","TBL","20231208"
"SGD","61.15","62.90","61.98","62.43","TBL","20231208"
"DKK","11.85","12.20","12.03","12.11","TBL","20231208"
"SEK","7.80","8.05","7.92","7.98","TBL","20231208"
"NOK","7.50","7.70","7.58","7.63","TBL","20231208"
