"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.95","84.55","82.97","83.59","RMA","20231004"
"GBP","99.60","102.40","100.93","101.65","RMA","20231004"
"EUR","86.30","88.70","87.45","88.09","RMA","20231004"
"JPY","54.65","56.25","55.41","55.83","RMA","20231004"
"CHF","89.65","92.25","90.88","91.60","RMA","20231004"
"HKD","10.45","10.75","10.59","10.67","RMA","20231004"
"CAD","60.15","61.85","60.95","61.42","RMA","20231004"
"AUD","52.40","53.85","53.09","53.45","RMA","20231004"
"SGD","59.65","61.40","60.47","60.95","RMA","20231004"
"DKK","11.55","11.90","11.72","11.81","RMA","20231004"
"SEK","7.45","7.65","7.55","7.61","RMA","20231004"
"NOK","7.65","7.85","7.74","7.80","RMA","20231004"
"USD","81.95","84.5","82.99","83.57","BOB","20231004"
"USD.5.20","79.49","","","","BOB","20231004"
"USD.12","77.85","","","","BOB","20231004"
"GBP","98.9","101.65","100.26","100.94","BOB","20231004"
"EUR","85.85","88.25","87.03","87.6","BOB","20231004"
"JPY","54.65","56.15","55.38","55.77","BOB","20231004"
"CHF","88.85","91.35","90.04","90.71","BOB","20231004"
"HKD","10.45","10.75","10.6","10.67","BOB","20231004"
"CAD","59.7","61.4","60.49","60.94","BOB","20231004"
"AUD","51.7","53.1","52.42","52.74","BOB","20231004"
"SGD","59.6","61.3","60.39","60.85","BOB","20231004"
"DKK","11.5","11.85","11.67","11.75","BOB","20231004"
"SEK","7.4","7.6","7.5","7.55","BOB","20231004"
"NOK","7.55","7.75","7.63","7.69","BOB","20231004"
"USD","81.95","84.55","82.97","83.59","TBL","20231004"
"USD.5.20","79.49","","","","TBL","20231004"
"USD.12","77.85","","","","TBL","20231004"
"GBP","99.60","102.40","100.93","101.65","TBL","20231004"
"EUR","86.30","88.70","87.45","88.09","TBL","20231004"
"JPY","54.65","56.25","55.41","55.83","TBL","20231004"
"CHF","89.65","92.25","90.88","91.60","TBL","20231004"
"HKD","10.45","10.75","10.59","10.67","TBL","20231004"
"CAD","60.15","61.85","60.95","61.42","TBL","20231004"
"AUD","52.40","53.85","53.09","53.45","TBL","20231004"
"SGD","59.65","61.40","60.47","60.95","TBL","20231004"
"DKK","11.55","11.90","11.72","11.81","TBL","20231004"
"SEK","7.45","7.65","7.55","7.61","TBL","20231004"
"NOK","7.65","7.85","7.74","7.80","TBL","20231004"
