"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.05","84.60","83.06","83.68","RMA","20231113"
"GBP","100.85","103.70","102.22","102.95","RMA","20231113"
"EUR","87.65","90.15","88.85","89.50","RMA","20231113"
"JPY","54.25","55.80","54.99","55.41","RMA","20231113"
"CHF","91.00","93.65","92.23","92.97","RMA","20231113"
"HKD","10.50","10.80","10.64","10.72","RMA","20231113"
"CAD","59.45","61.15","60.23","60.71","RMA","20231113"
"AUD","52.55","54.00","53.24","53.60","RMA","20231113"
"SGD","60.40","62.15","61.20","61.69","RMA","20231113"
"DKK","11.75","12.10","11.91","12.00","RMA","20231113"
"SEK","7.55","7.75","7.64","7.70","RMA","20231113"
"NOK","7.35","7.55","7.43","7.49","RMA","20231113"
"USD","82.1","84.7","83.12","83.74","BOB","20231113"
"USD.5.20","79.64","","","","BOB","20231113"
"USD.12","78","","","","BOB","20231113"
"GBP","100.2","103.05","101.56","102.31","BOB","20231113"
"EUR","87.55","90.05","88.76","89.41","BOB","20231113"
"JPY","54.15","55.7","54.88","55.3","BOB","20231113"
"CHF","90.85","93.5","92.09","92.82","BOB","20231113"
"HKD","10.5","10.8","10.64","10.72","BOB","20231113"
"CAD","59.4","61.1","60.2","60.66","BOB","20231113"
"AUD","52.15","53.6","52.86","53.24","BOB","20231113"
"SGD","60.3","62.05","61.11","61.6","BOB","20231113"
"DKK","11.75","12.1","11.9","11.99","BOB","20231113"
"SEK","7.5","7.75","7.62","7.67","BOB","20231113"
"NOK","7.35","7.55","7.46","7.52","BOB","20231113"
"USD","82.05","84.60","83.06","83.68","TBL","20231113"
"USD.5.20","79.59","","","","TBL","20231113"
"USD.12","77.95","","","","TBL","20231113"
"GBP","100.85","103.70","102.22","102.95","TBL","20231113"
"EUR","87.65","90.15","88.85","89.50","TBL","20231113"
"JPY","54.25","55.80","54.99","55.41","TBL","20231113"
"CHF","91.00","93.65","92.23","92.97","TBL","20231113"
"HKD","10.50","10.80","10.64","10.72","TBL","20231113"
"CAD","59.45","61.15","60.23","60.71","TBL","20231113"
"AUD","52.55","54.00","53.24","53.60","TBL","20231113"
"SGD","60.40","62.15","61.20","61.69","TBL","20231113"
"DKK","11.75","12.10","11.91","12.00","TBL","20231113"
"SEK","7.55","7.75","7.64","7.70","TBL","20231113"
"NOK","7.35","7.55","7.43","7.49","TBL","20231113"
