"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","82.10","84.70","83.12","83.74","RMA","20231125"
"GBP","103.00","105.90","104.41","105.15","RMA","20231125"
"EUR","89.60","92.15","90.79","91.47","RMA","20231125"
"JPY","54.95","56.50","55.68","56.12","RMA","20231125"
"CHF","92.90","95.55","94.14","94.89","RMA","20231125"
"HKD","10.50","10.80","10.66","10.74","RMA","20231125"
"CAD","59.90","61.65","60.73","61.20","RMA","20231125"
"AUD","53.80","55.35","54.55","54.94","RMA","20231125"
"SGD","61.20","63.00","62.05","62.54","RMA","20231125"
"DKK","12.00","12.35","12.18","12.27","RMA","20231125"
"SEK","7.80","8.05","7.93","7.99","RMA","20231125"
"NOK","7.65","7.85","7.74","7.80","RMA","20231125"
"USD","82.1","84.7","83.14","83.76","BOB","20231125"
"USD.5.20","79.64","","","","BOB","20231125"
"USD.12","78","","","","BOB","20231125"
"GBP","102.95","105.85","104.35","105.1","BOB","20231125"
"EUR","89.45","91.95","90.66","91.31","BOB","20231125"
"JPY","54.85","56.4","55.57","55.99","BOB","20231125"
"CHF","92.75","95.45","94.02","94.76","BOB","20231125"
"HKD","10.5","10.8","10.67","10.75","BOB","20231125"
"CAD","59.9","61.65","60.71","61.18","BOB","20231125"
"AUD","53.85","55.35","54.59","54.96","BOB","20231125"
"SGD","61.15","62.9","61.97","62.44","BOB","20231125"
"DKK","12","12.35","12.16","12.25","BOB","20231125"
"SEK","7.8","8.05","7.92","7.98","BOB","20231125"
"NOK","7.6","7.85","7.72","7.78","BOB","20231125"
"USD","82.10","84.70","83.12","83.74","TBL","20231125"
"USD.5.20","79.64","","","","TBL","20231125"
"USD.12","78.00","","","","TBL","20231125"
"GBP","103.00","105.90","104.41","105.15","TBL","20231125"
"EUR","89.60","92.15","90.79","91.47","TBL","20231125"
"JPY","54.95","56.50","55.68","56.12","TBL","20231125"
"CHF","92.90","95.55","94.14","94.89","TBL","20231125"
"HKD","10.50","10.80","10.66","10.74","TBL","20231125"
"CAD","59.90","61.65","60.73","61.20","TBL","20231125"
"AUD","53.80","55.35","54.55","54.94","TBL","20231125"
"SGD","61.20","63.00","62.05","62.54","TBL","20231125"
"DKK","12.00","12.35","12.18","12.27","TBL","20231125"
"SEK","7.80","8.05","7.93","7.99","TBL","20231125"
"NOK","7.65","7.85","7.74","7.80","TBL","20231125"
