"Currency","Notes.Buy","Notes.Sell","TT.Buy","TT.Sell","Src","Date"
"USD","81.80","84.35","82.81","83.40","RMA","20230907"
"GBP","102.55","105.40","103.96","104.66","RMA","20230907"
"EUR","87.85","90.30","89.02","89.63","RMA","20230907"
"JPY","55.50","57.05","56.26","56.66","RMA","20230907"
"CHF","92.00","94.60","93.25","93.95","RMA","20230907"
"HKD","10.40","10.70","10.56","10.64","RMA","20230907"
"CAD","59.85","61.50","60.65","61.08","RMA","20230907"
"AUD","52.15","53.55","52.84","53.16","RMA","20230907"
"SGD","60.00","61.70","60.82","61.27","RMA","20230907"
"DKK","11.80","12.10","11.94","12.03","RMA","20230907"
"SEK","7.35","7.60","7.47","7.53","RMA","20230907"
"NOK","7.60","7.85","7.73","7.78","RMA","20230907"
"USD","81.9","84.45","82.92","83.5","BOB","20230907"
"USD.5.20","79.44","","","","BOB","20230907"
"USD.12","77.81","","","","BOB","20230907"
"GBP","102.75","105.55","104.12","104.82","BOB","20230907"
"EUR","87.8","90.25","89","89.62","BOB","20230907"
"JPY","55.5","57.05","56.24","56.65","BOB","20230907"
"CHF","91.9","94.5","93.13","93.83","BOB","20230907"
"HKD","10.45","10.7","10.57","10.65","BOB","20230907"
"CAD","59.9","61.6","60.71","61.16","BOB","20230907"
"AUD","52.3","53.75","53","53.36","BOB","20230907"
"SGD","60.05","61.75","60.89","61.32","BOB","20230907"
"DKK","11.75","12.1","11.93","12.02","BOB","20230907"
"SEK","7.35","7.55","7.46","7.52","BOB","20230907"
"NOK","7.65","7.85","7.74","7.79","BOB","20230907"
"USD","81.35","83.85","82.36","82.94","TBL","20230907"
"USD.5.20","78.91","","","","TBL","20230907"
"USD.12","77.28","","","","TBL","20230907"
"GBP","103.00","105.85","104.38","105.07","TBL","20230907"
"EUR","88.15","90.60","89.35","89.96","TBL","20230907"
"JPY","55.90","57.45","56.63","57.04","TBL","20230907"
"CHF","92.25","94.85","93.50","94.16","TBL","20230907"
"HKD","10.35","10.65","10.50","10.58","TBL","20230907"
"CAD","60.00","61.70","60.82","61.26","TBL","20230907"
"AUD","52.40","53.85","53.10","53.45","TBL","20230907"
"SGD","60.00","61.70","60.82","61.26","TBL","20230907"
"DKK","11.80","12.15","11.98","12.07","TBL","20230907"
"SEK","7.40","7.60","7.50","7.55","TBL","20230907"
"NOK","7.60","7.85","7.72","7.78","TBL","20230907"
